ID,English
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> summoned forth their great bandit army, and together they stormed the camp, freeing the slaves and purging the mountain."
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"With your bandits by your side, you liberate the camp. There are many deaths on both sides, but you emerge a hero all the same."
QUEST_BANDIT_1_2_QUESTINFODATA_ENCOUNTERTEXT,"For years, your bandit clan battled the slavers of <quest_tile>. Now it was time to prove why you were worthy of Armello's throne."
QUEST_BANDIT_1_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The camp stood, an imposing monolith deep in the mountains. Our hero could see countless slaves toiling at their masters' whips."
QUEST_BANDIT_1_2_QUESTINFODATA_JOURNALRUMOURTEXT,The slavers of <quest_tile> had long been a thorn in <hero_name>'s side. Their demise would set our hero on the leader's path.
QUEST_BANDIT_1_2_QUESTINFODATA_RUMOURTEXT,"If you're gonna take the throne, you need to start acting like a leader. Maybe start by cleaning up that slaver scum in the mountains?"
QUEST_BANDIT_1_2_QUESTINFODATA_TITLE,Death on the Mountain
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Slay the guards, then the baron."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"But bandits do not cower! Even when outnumbered, they put up a fight! Our hero fled with many wounds, yet still with an air of dignity."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You draw your blade and set forth against the baron's guards. Unfortunately, your skills are lacking and you are forced to flee in failure."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> ducked and weaved, the guards falling like cut grass. The baron was next -- his empty pleas were no match for our hero's blade."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You charge the guards, slaying them all in a matter of moments. The baron is next -- but only after you've nabbed one of his fine treasures."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Flee. Better coward than corpse.
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"A bandit only lives as long as their luck holds, and our hero knew their luck was in danger of running out. They fled, to fight another day."
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You manage to escape the trap after slaying a few of the baron's guards -- an embarrassing start to your journey, but at least you're alive."
QUEST_BANDIT_1_3_QUESTINFODATA_ENCOUNTERTEXT,You enter the settlement and realize rather quickly that the rumor of treasure was simply a ruse -- the baron has ordered your death!
QUEST_BANDIT_1_3_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Alas, when <hero_name> arrived, all they found was a trap, expertly laid by the vile baron! Our hero was surrounded!"
QUEST_BANDIT_1_3_QUESTINFODATA_JOURNALRUMOURTEXT,"Our hero's journey would begin in a small town nearby, where a treacherous baron was rumored to be withholding great wealth from his people."
QUEST_BANDIT_1_3_QUESTINFODATA_RUMOURTEXT,"A local baron's found a treasure, but he's keepin' it to himself. Would make a good start to your journey if you liberated that loot."
QUEST_BANDIT_1_3_QUESTINFODATA_TITLE,The Trapped Treasure
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Use your wits to negotiate the farm's release.
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero tried negotiation, but talks broke down quickly, turning into a nasty shouting match. <hero_name> was forced to continue onward."
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to convince your bandit competition that the farm isn't worth their trouble, but negotiations go south quickly. Not a good start."
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero took well to negotiation, convincing the bandits that the money coming in wasn't worth the effort. The farmers were most grateful!"
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,The rival bandits are quickly convinced that this farm is a waste of their resources. The grateful farmers offer up a Spirit Stone as thanks.
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Force the bandits away.
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero chased those bandits off, but only ended up enraging them. The farm was set alight, and our hero's pyrrhic victory not quite ideal."
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You threaten the bandits -- they leave, but only after setting fire to the farm on their way out. Seems a reward is out of the question."
QUEST_BANDIT_1_4_QUESTINFODATA_ENCOUNTERTEXT,"The farm is indeed plagued by bandit activity -- vicious competitors of yours, actually. They're not likely to give up a profitable venture."
QUEST_BANDIT_1_4_QUESTINFODATA_JOURNALENCOUNTERTEXT,"As misfortune would have it, the bandits controlling this farm were not just rivals, but vicious competitors with your own Bandit Clan."
QUEST_BANDIT_1_4_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> had been guided to a small farm in the plains where a rival bandit clan was causing trouble.
QUEST_BANDIT_1_4_QUESTINFODATA_RUMOURTEXT,"A nearby farm's having some bandit problems. Seeing as how you're a bandit yourself, I figure you might be specially equipped to solve it."
QUEST_BANDIT_1_4_QUESTINFODATA_TITLE,Cropping Shares
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"Surrender, then escape together."
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Alas, it was the latter that came to pass as our hero's escape plan was quickly discovered. They fled the prison, wounded and ashamed."
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Your brilliant plan proves to have a fatal flaw: you. The guards quickly discover your hidden lockpick, and you flee the prison in failure."
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> entered the prison in chains, but a hidden lockpick provided an easy means of escape -- for our hero, and the others!"
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"As night falls, you produce a hidden lockpick and free your friends, leading them to freedom. One even offers to follow you in your quest!"
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Get them out a barred window.
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> climbed to a nearby window and forced open a small gap -- wide enough for some to escape, but unfortunately not for all."
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You climb to their cell window, but only a few manage to slip out through the tiny gap you cut. Certainly not the best of prison breaks."
QUEST_BANDIT_1_5_QUESTINFODATA_ENCOUNTERTEXT,"The prison in the small town is quite robust, with multiple floors and a small army of guards. This will not be an easy task."
QUEST_BANDIT_1_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Our hero stood before the imposing structure and considered the options. This would either be a storied success, or legendary failure."
QUEST_BANDIT_1_5_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name>'s quest for the throne would first take them to a small town, where bandit allies rotted in a massive prison."
QUEST_BANDIT_1_5_QUESTINFODATA_RUMOURTEXT,Some of our most loyal followers went and got themselves snatched up by the local guard. It'll take more than brawn to get 'em out!
QUEST_BANDIT_1_5_QUESTINFODATA_TITLE,"Break In, Break Out"
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Use your wits to uncover the treasure.
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> tried to search out the treasure, but the freezing snow concealed all, forcing our hero to flee before frostbite took them."
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to search out any clue you can, but the frigid mountain hides all. You nearly catch frostbite before you are forced to descend."
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"With keen wits and a sharp eye, <hero_name> quickly came upon an old trail that led directly to the ancient, long-forgotten treasure."
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Using your keen wits, you quickly find an old trail that leads into a narrow canyon. There, an old treasure chest lays half-buried in snow."
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Leave the mountain.
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> was quick to realize that if the treasure hadn't yet been found, perhaps it never would. They left the peak, wiser for it."
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You assume that if nobody has found the treasure by now, you sure aren't going to find it. You descend the peak and feel smarter for it."
QUEST_BANDIT_1_6_QUESTINFODATA_ENCOUNTERTEXT,"You ascend the peak, looking this way and that for signs of where a treasure could be secreted. Deep down, you know it is here."
QUEST_BANDIT_1_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Our hero ascended that bitter peak, searching high and low for signs of the treasure. It had to be somewhere close, if it existed at all."
QUEST_BANDIT_1_6_QUESTINFODATA_JOURNALRUMOURTEXT,Long had there been rumors of a treasure hidden on <quest_tile>. Our hero would soon know if they held any merit.
QUEST_BANDIT_1_6_QUESTINFODATA_RUMOURTEXT,"Before you get too bogged down in political intrigue, I'd recommend looking into the stories about a lost treasure nearby. Could be of help!"
QUEST_BANDIT_1_6_QUESTINFODATA_TITLE,A Storied Haul
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Approach the badger. Rely on your spirit.
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> approached the old badger, but the test of spirit was over before it began. She disappeared then, gone from the woods forever."
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You approach the crone, but sadly seem to be lacking in spirit. You fail the test, and the badger disappears in a pillar of purple smoke."
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"""The Wyld is strong in you,"" the badger says. ""Nurture it, and the throne may yet be yours."" She drops the Spirit Stone, then vanishes."
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"As you approach the badger, she senses you are strong with the Wyld. She drops the Spirit Stone before you, then vanishes into thin air."
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Threaten the crone.
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> drew their blade, demanding the stone. The badger smiled... then vanished, taking the Spirit Stone with her. Oh dear."
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You draw your blade. ""Where's the stone?"" You demand. The badger says nothing -- because she is gone; vanished before your very eyes. Oops."
QUEST_BANDIT_1_7_QUESTINFODATA_ENCOUNTERTEXT,"You find the old badger deep in the woods, a strange air about her. The trees seem to lean in at once, blocking out the sky."
QUEST_BANDIT_1_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,Our hero ventured forth into the woods and found the old badger in a glen. But something was off -- the trees seemed to whisper...
QUEST_BANDIT_1_7_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> heard of an old crone in possession of a Spirit Stone. If any were deemed worthy, the stone would be theirs to take."
QUEST_BANDIT_1_7_QUESTINFODATA_RUMOURTEXT,I've heard there's a Spirit Stone to be had in the forest nearby... but the old crone who possesses it tests all who desire its splendor.
QUEST_BANDIT_1_7_QUESTINFODATA_TITLE,The Crone and the Stone
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Beg the Wyld to spare your friend.
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"The Wyld was quiet, forcing our hero to cut down their friend. Vicious blows were traded, and so did the Rot came to fester in <hero_name>."
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"The Wyld ignores you entirely. Your friend slashes viciously at you, and the festering wound bites deep. You cut him down, but only just."
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name>'s call was answered with a purging flame, ridding the shrine of the foul Rot. Our hero's friend emerged, ready to offer aid."
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"The Wyld answers your call, purging the shrine in a burning fire. Your friend emerges unscathed, ready to pledge allegiance to you."
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Put your friend out of their misery.
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> knew once the Rot took hold, there was little chance of cure. They set the shrine alight, ending the madness once and for all."
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"There's simply nothing to be done -- the Rot must be stamped out no matter where it lay. You burn down the shrine, slaying your friend."
QUEST_BANDIT_1_8_QUESTINFODATA_ENCOUNTERTEXT,"You find the village gripped with fear. The infirmary is in shambles, destroyed by your good friend. You track them to a nearby shrine."
QUEST_BANDIT_1_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,Our hero arrived to find the village held hostage by the corrupted bandit. Only <hero_name> could put a stop to this madness.
QUEST_BANDIT_1_8_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> heard that a loyal bandit, a dear friend and ally, had been corrupted by the Rot. But perhaps there was still time to save them."
QUEST_BANDIT_1_8_QUESTINFODATA_RUMOURTEXT,"One of our loyal followers was brought down by a Bane. They're in a nearby infirmary, but time's runnin' out..."
QUEST_BANDIT_1_8_QUESTINFODATA_TITLE,Gripped by Darkness
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Ask for a blessing of good fortune.
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero knelt among the stones, but a lack of spiritual connection to the Wyld sealed their fate. No blessing would come to them this day."
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,You kneel in the circle and try to focus -- but you lack the spirit necessary to commune with the Wyld. You feel weakened by the encounter.
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero could sense something powerful at work in the circle. Then, from nowhere, a treasure materialized from the air itself!"
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You kneel in the circle and feel a great rush of energy course through you. There, in the center, a treasure appears from thin air!"
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Stay outside the circle as you pray.
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero knew better than to stumble across ancient spiritual monuments. They asked for aid from afar, and received a token blessing."
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You keep your distance from the circle as you ask for good fortune in your travels. You feel slightly rejuvinated, but nothing more."
QUEST_BANDIT_1_9_QUESTINFODATA_ENCOUNTERTEXT,You approach the stone circle and see nothing out of the ordinary -- just some upright stones with tendrils of overgrown ivy snaking about.
QUEST_BANDIT_1_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> took stock of the stone circle and saw nothing amiss. The stones were bland and gray, their many markings devoid of life."
QUEST_BANDIT_1_9_QUESTINFODATA_JOURNALRUMOURTEXT,Our hero had heard of an ancient Armellian custom -- to ask for good fortune from the Druids of old at a nearby stone circle.
QUEST_BANDIT_1_9_QUESTINFODATA_RUMOURTEXT,"Your journey's just beginning, and it's customary to visit a circle of stones to ask for a blessing before any great undertaking."
QUEST_BANDIT_1_9_QUESTINFODATA_TITLE,Circle of Wonder
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Demand a ransom for the book-keeper.
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, our hero lacked the wits necessary to keep the book-keeper from escaping. The ransom was, embarrassingly, never paid."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You wait for several hours in the forest, wondering when your ransom will be paid. It never is, and the book-keeper gives you the slip."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"With sharp wits and a sharper tongue, our hero pressed the local King's Guard to pay a Spirit Stone in return for the book-keeper's release."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Using your keen wits, you pressure the local King's Guard into coughing up a Spirit Stone in return for the book-keeper's safe release."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Rob the book-keeper's then let her go.
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"But the chances of failure were too great, and there was no telling what the King's Guard would do. Our hero was quick to release her."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The book-keeper has very little on her, save for an accounting ledger. You learn a little about the king's finances, but nothing more."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Fool the Book Keeper
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Blast the ransom! Our hero used the Royal Banner to prove loyalty. Convinced <hero_name> was an ally, the book keeper revealed secrets."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You let the Royal Banner fly, and whisper lies to the book keeper. Thinking you a friend, she reveals the location of a treasure cache."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Fool the Book Keeper
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Blast the ransom! Our hero used the Royal Banner to prove loyalty. Convinced <hero_name> was an ally, the book keeper revealed secrets."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"You let the Royal Banner fly, and whisper lies to the book keeper. Thinking you a friend, he reveals the location of a treasure cache."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""The books are far more valuable!"""
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"But why worry with a ransom when there are rare books to sell? Our hero's coin master organised a great price, for little effort."
QUEST_BANDIT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,The Coin Master assesses the tome's value. He grins. You free the book keeper and split the worth of his books. A great haul!
QUEST_BANDIT_2_1_QUESTINFODATA_ENCOUNTERTEXT,"As your bandits make quick work of the bodyguards, you make off with the book-keeper. She begs to be released, but that's for you to decide."
QUEST_BANDIT_2_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name> knew better than to slay her -- the king's guard would pay through the nose for her safe return.
QUEST_BANDIT_2_1_QUESTINFODATA_JOURNALRUMOURTEXT,"The royal book-keepers of Armello managed the king's mad projects, making them incredibly valuable -- to the king, and to the bandits."
QUEST_BANDIT_2_1_QUESTINFODATA_RUMOURTEXT,A royal book-keeper is gonna be traveling through some nearby woods. I'd wager our king would pay just about any price to keep her safe...
QUEST_BANDIT_2_1_QUESTINFODATA_TITLE,The Keeper of Books
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Help the trader move the wagon.
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero was, if anything, an opportunist. Unfortunately, they were not strong enough to move the cart! Quite embarrassing, indeed."
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You decide to aid the trader, but unfortunately lack the strength needed to move his wagon. He is disappointed, to say the very least."
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero pushed the wagon back to the road with ease. The trader held up his end of the bargain, and <hero_name> soon had a Spirit Stone!"
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"With a heave and a ho, you push the wagon to solid ground. The relieved trader shows you his hiding spot, and the Spirit Stone is yours."
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Threaten the trader.
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> wasn't about to offer aid without up-front payment! But the trader was smart, tricking our hero, then fleeing Armello forever."
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,You threaten to break the trader's legs and he coughs up his secret hiding place. But there is no stone! You never see the trader again.
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""Move aside."""
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Our hero could not move the wagon on their own, but luckily the blacksmith was there. They succeeded, and were justly rewarded."
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"It takes just one heave from the blacksmith to haul the wagon free. The trader, seeing two rewards are needed, offers gifts. "
QUEST_BANDIT_2_10_QUESTINFODATA_ENCOUNTERTEXT,"The trader desperately cries out. ""Please don't rob me! Help me move my wagon, and I'll show you where I've hidden a Spirit Stone!"""
QUEST_BANDIT_2_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,"But the trader offered to sweeten the pot: if <hero_name> helped move the cart, the trader would reveal the location of a Spirit Stone!"
QUEST_BANDIT_2_10_QUESTINFODATA_JOURNALRUMOURTEXT,A trader had gotten their wagon caught in a mud pit in the plains. Marks like that were almost too easy.
QUEST_BANDIT_2_10_QUESTINFODATA_RUMOURTEXT,Some kinda trader lost in the plains -- poor fool's gotten his wagon stuck in the mud. Could be an easy mark!
QUEST_BANDIT_2_10_QUESTINFODATA_TITLE,The Old Heave Ho
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Break into the main hall!
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Ignoring the guards, our hero leapt into action! Sadly, they lacked the strength to free the trapped citizens. The hall burned for hours."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,You dash to the front door and slam your shoulder into it. Nothing happens. Your lack of strength results in countless deaths that day.
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero ignored the inept guards and smashed open the door with ease, freeing the trapped citizens before the blaze could take them."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Ignoring the guards, you smash open the door and free the trapped citizens. One of them is so grateful, they offer their aid in your quest."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Offer your help to the guard.
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Yet the guards chose to put out the fire first. Our hero helped, but it was for naught. The hall burned for hours, and the citizens perished."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"Instead of taking action, you defer to the town guard. Their delays result in countless deaths, even though you help put out the fire."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Protect yourself from the flames
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Our hero would not let innocents burn alive. Shielded by the Helm of Heroes, they braved the flames and saved the townsfolk."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The Helm of Heroes will shield you. You sprint forward, into the house. The heat batters you, but you have time to free those inside. Just."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Brave the flames
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> smashed through the burning wood with the royal shield. The townfolk inside, were able to escape after them."
QUEST_BANDIT_2_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The Royal Shield raised, you smash through the crumbling wood. Sparks and fire does not harm you. You forge on, and clear a way out."
QUEST_BANDIT_2_11_QUESTINFODATA_ENCOUNTERTEXT,"You enter the town to see the large main hall is wreathed in flame, citizens trapped inside. The guard is powerless -- you must help them!"
QUEST_BANDIT_2_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,"However, as <hero_name> drew close to the village, the stench of smoke filled the air. The town's main hall was ablaze, citizens trapped!"
QUEST_BANDIT_2_11_QUESTINFODATA_JOURNALRUMOURTEXT,A curious bit of a rumor came by our hero: a nearby village in a state of unrest. Perhaps they needed a stronger leader to guide them?
QUEST_BANDIT_2_11_QUESTINFODATA_RUMOURTEXT,"There's a small town nearby experiencin' a bit of unrest. Not sure what the nature of it is, but they could use a strong leader right now."
QUEST_BANDIT_2_11_QUESTINFODATA_TITLE,Into the Fire
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Dig through the dirt and unearth that treasure!
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Try as they might, <hero_name> lacked the strength to dig through the layers of dirt. The treasure would remain buried and lost for now."
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You don't get very far before exhaustion hits. You push yourself beyond your limits, but it's not enough. You leave, tired and empty-pawed."
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> was, as we know, a strong sort! The digging was nothing, and soon the treasure was unearthed for our hero to claim!"
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You dig frantically, each strike of your shovel bringing you closer to the treasure. Then, you hear a THUNK. You've found it!"
QUEST_BANDIT_2_12_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Ask your fellow bandits to help.
